,accepted_species,native_tdwg3_codes
33755,Hymenophyllum hirsutum,"('BLZ', 'BOL', 'BZE', 'BZL', 'BZN', 'BZS', 'CAF', 'CLM', 'CMN', 'COM', 'COS', 'CUB', 'DOM', 'ECU', 'EQG', 'ETH', 'FRG', 'GAB', 'GAL', 'GGI', 'GHA', 'GUA', 'GUI', 'GUY', 'HAI', 'HON', 'IVO', 'JAM', 'LBR', 'LEE', 'MAU', 'MDG', 'MOZ', 'MXC', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'PUE', 'REU', 'SEY', 'SUR', 'TAN', 'TRT', 'UGA', 'VEN', 'WIN', 'ZAI')"
33775,Guapira opposita,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'ECU', 'PER', 'TRT', 'VEN', 'VNA')"
33781,Pouteria surumuensis,"('BOL', 'BZN', 'CLM', 'GUY', 'PER', 'VEN')"
33785,Micropholis humboldtiana,"('BZN', 'CLM', 'VEN')"
33800,Hymenasplenium riparium,"('BZE', 'BZL', 'BZS', 'CLM', 'COS', 'ECU', 'ELS', 'FRG', 'GUA', 'HON', 'MXC', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'TRT', 'VEN')"
33820,Miconia inobsepta,"('BZN', 'CLM', 'ECU', 'PER')"
33844,Miconia neourceolata,"('BLZ', 'BZE', 'BZL', 'BZS', 'CLM', 'FRG', 'GUA', 'GUY', 'HON', 'MXT', 'NIC', 'PAN', 'TRT', 'VEN', 'VNA')"
33850,Miconia caquetana,"('BZN', 'CLM', 'ECU', 'PER')"
33853,Miconia secuncaquetana,"('BZN', 'CLM', 'ECU', 'PER')"
33862,Schizachyrium brevifolium,"('AGW', 'AND', 'ANG', 'ASS', 'BAN', 'BEN', 'BKN', 'BLZ', 'BOL', 'BOR', 'BUR', 'BZC', 'BZE', 'BZL', 'BZN', 'CAF', 'CBD', 'CHA', 'CHC', 'CHH', 'CHN', 'CHS', 'CHT', 'CLM', 'CMN', 'COM', 'CON', 'COS', 'CRL', 'CUB', 'DOM', 'ECU', 'EHM', 'ELS', 'ETH', 'FRG', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUA', 'GUI', 'GUY', 'HAI', 'HON', 'IND', 'IVO', 'JAM', 'JAP', 'JAW', 'KEN', 'KOR', 'LAO', 'LBR', 'LSI', 'MDG', 'MLI', 'MLW', 'MLY', 'MOZ', 'MRN', 'MTN', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'MYA', 'NCB', 'NEP', 'NGA', 'NGR', 'NIC', 'NNS', 'NWG', 'OMA', 'PAN', 'PER', 'PHI', 'PUE', 'RWA', 'SEN', 'SIE', 'SUD', 'SUL', 'SUM', 'SUR', 'TAI', 'TAN', 'THA', 'TOG', 'TRT', 'TVL', 'UGA', 'VEN', 'VIE', 'WAU', 'WHM', 'WIN', 'ZAI', 'ZAM', 'ZIM')"
33863,Miconia conodentata,"('CLM', 'ECU')"
33867,Sarcomphalus cyclocardius,"('CLM', 'VEN', 'VNA')"
33870,Miconia lasiopoda,"('CLM', 'COS', 'CPI', 'ECU', 'NIC', 'PAN')"
33885,Callisia filiformis,"('BLZ', 'BOL', 'BZE', 'CLM', 'COS', 'GUA', 'HON', 'LEE', 'MXC', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'VEN', 'WIN')"
33886,Chaetogastra longifolia,"('BLZ', 'BOL', 'BZN', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'GUA', 'HAI', 'HON', 'LEE', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'VEN', 'WIN')"
33897,Miconia albertobrenesii,"('CLM', 'COS', 'ECU', 'NIC', 'PAN')"
33899,Miconia anoriensis,"('CLM',)"
33904,Urceolina lehmannii,"('CLM',)"
33908,Miconia mirabilis,"('BLZ', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'CPI', 'CUB', 'DOM', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'LEE', 'MXS', 'NIC', 'PER', 'PUE', 'SUR', 'TRT', 'VEN', 'WIN')"
33914,Urceolina × butcheri,"('CLM',)"
33919,Miconia haughtii,"('CLM',)"
33931,Polytaenium feei,"('BLZ', 'BZE', 'BZL', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PUE', 'SUR', 'TRT', 'VEN', 'WIN')"
33940,Piper caballetense,"('CLM',)"
33948,Rudgea vallis,"('CLM',)"
33950,Piper tricuspe,"('CLM', 'ECU', 'PAN')"
33952,Dendrophthora warmingii,"('BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'VEN')"
33959,Neobartsia pedicularoides,"('BOL', 'CLM', 'ECU', 'GUA', 'PER', 'VEN')"
33960,Aetanthus nodosus,"('CLM', 'ECU', 'PER')"
33987,Persicaria setacea,"('AGE', 'AGW', 'ALA', 'ARK', 'BZS', 'CLM', 'DEL', 'FLA', 'GEO', 'ILL', 'INI', 'KTY', 'LOU', 'MAS', 'MIC', 'MRY', 'MSI', 'MSO', 'MXE', 'MXS', 'NCA', 'NWJ', 'NWY', 'OHI', 'OKL', 'PAR', 'PEN', 'RHO', 'SCA', 'TEN', 'TEX', 'URU', 'VRG', 'WAS')"
34003,Centradenia paradoxa,"('CLM', 'COS', 'PAN')"
34013,Calamagrostis bogotensis,"('CLM', 'COS', 'ECU', 'PAN', 'VEN')"
34035,Viburnum hallii,"('BOL', 'CLM', 'ECU')"
34039,Stachytarpheta orubica,"('CLM', 'VEN')"
34046,Blakea horologica,"('CLM', 'ECU')"
34062,Ugni myricoides,"('BOL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'GUY', 'HON', 'MXC', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'VEN')"
34066,Matisia malacocalyx,"('CLM', 'ECU', 'PER')"
34068,Marcgravia goudotiana,"('CLM',)"
34074,Blakea watsonii,"('BLZ', 'CLM', 'COS', 'GUA', 'MXT', 'NIC', 'PAN')"
34089,Guzmania palustris,"('CLM',)"
34091,Otoglossum serpens,"('CLM', 'ECU', 'PER')"
34094,Muhlenbergia tenella,"('AGW', 'BLZ', 'CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN')"
34100,Muhlenbergia bryophilus,"('AGW', 'BOL', 'BZL', 'CLM', 'ECU', 'PER', 'VEN')"
34142,Psychotria pseudaxillaris,"('CLM', 'TRT', 'VEN')"
34145,Otoglossum candelabrum,"('BOL', 'CLM', 'ECU')"
34192,Cybianthus spicatus,"('BOL', 'BZC', 'BZN', 'CLM', 'GUY', 'PER', 'VEN')"
34196,Cybianthus iteoides,"('CLM', 'VEN')"
34213,Heliotropium rollotii,"('CLM',)"
34243,Nectandra acuminata,"('BOL', 'BZN', 'CLM', 'PER')"
34266,Nassella pittieri,"('CLM',)"
34284,Henriettea ramiflora,"('BZC', 'BZE', 'BZN', 'CLM', 'CUB', 'FRG', 'GUY', 'JAM', 'NIC', 'SUR', 'TRT', 'VEN')"
34286,Dendrophorbium favillosum,"('CLM',)"
34295,Ferdinandusa rudgeoides,"('BOL', 'BZC', 'BZL', 'BZN', 'CLM', 'GUY', 'PER', 'SUR')"
34324,Coccineorchis cernua,"('BOL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'MXE', 'MXG', 'MXT', 'PAN', 'PER')"
34342,Ipomoea amazonica,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'ECU')"
34343,Graffenrieda cucullata,"('BOL', 'CLM', 'ECU', 'PAN', 'PER')"
34345,Grammitis dependens,"('CLM', 'ECU', 'PER')"
34350,Tanaecium xanthophyllum,"('BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'ECU', 'PER')"
34352,Dicranopygium wallisii,"('CLM', 'COS', 'PAN')"
34365,Grammitis auroseiomena,"('CLM',)"
34376,Grammitis sunduei,"('CLM', 'ECU')"
34381,Ipomoea clavata,"('BLZ', 'BOL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'MXG', 'MXS', 'MXT', 'NIC', 'PER')"
34382,Goeppertia microcephala,"('BZN', 'CLM', 'ECU', 'FRG', 'PER', 'VEN')"
34383,Ludwigia peploides,"('AGE', 'AGW', 'ALA', 'ARI', 'ARK', 'BLZ', 'BOL', 'BZS', 'CAL', 'CHS', 'CLC', 'CLM', 'CLN', 'CLS', 'COS', 'CUB', 'DEL', 'DOM', 'ECU', 'FLA', 'GAL', 'GEO', 'GUA', 'HAI', 'HON', 'ILL', 'INI', 'IOW', 'JAM', 'JAP', 'KAN', 'KTY', 'LOU', 'MRY', 'MSI', 'MSO', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NCA', 'NEB', 'NIC', 'NNS', 'NSW', 'NWJ', 'NWM', 'NWY', 'OHI', 'OKL', 'ORE', 'PAR', 'PEN', 'PER', 'PUE', 'QLD', 'SCA', 'SOA', 'TEN', 'TEX', 'URU', 'VEN', 'VIC', 'VRG', 'WDC', 'WVA')"
34386,Graffenrieda scandens,"('CLM', 'ECU')"
34407,Myrcianthes alaternifolia,"('CLM', 'ECU')"
34408,Goeppertia silvicola,"('BZN', 'CLM', 'COS', 'ECU', 'ELS', 'PAN')"
34414,Ludwigia inclinata,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'CUB', 'ECU', 'ELS', 'GUA', 'GUY', 'HON', 'JAM', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'SUR', 'VEN')"
34424,Goeppertia cleistantha,"('CLM', 'COS', 'PAN')"
34433,Frondaria caulescens,"('BOL', 'CLM', 'ECU', 'PER')"
34451,Hebeclinium erioclinium,"('CLM',)"
34479,Eugenia acapulcensis,"('BLZ', 'BZE', 'CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'VEN')"
34480,Andea fulvescens,"('CLM', 'COS')"
34498,Macrosamanea amplissima,"('BZN', 'CLM', 'VEN')"
34504,Sphaeropteris quindiuensis,"('BOL', 'CLM', 'ECU', 'PER')"
34518,Cinnagrostis viridiflavescens,"('AGE', 'AGW', 'BOL', 'BZL', 'BZS', 'CLC', 'CLM', 'CLN', 'ECU', 'MXT', 'PAR', 'PER', 'URU')"
34541,Lacmellea foxii,"('CLM', 'VEN')"
34551,Dendropanax caucanus,"('CLM', 'COS', 'ECU', 'PAN')"
34590,Calycophyllum obovatum,"('BZN', 'CLM', 'GUY', 'VEN')"
34598,Faramea subsessilis,"('CLM', 'ECU', 'PER')"
34621,Thelypteris eggersii,"('BOL', 'CLM', 'COS', 'ECU', 'PAN', 'PER')"
34631,Rhipsalis micrantha,"('CLM', 'COS', 'ECU', 'PAN', 'PER')"
34680,Nasa rudis,"('CLM', 'COS', 'ECU', 'GUA', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER')"
34698,Syngonanthus oblongus,"('BZC', 'BZE', 'BZN', 'CLM', 'VEN')"
34701,Faramea papirifolia,"('CLM', 'PAN')"
34704,Cheiloclinium belizense,"('BLZ', 'BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'COS', 'FRG', 'GUA', 'GUY', 'HON', 'MXG', 'MXT', 'NIC', 'PAN', 'VEN')"
34767,Pseudopiptocarpha elaeagnoides,"('CLM',)"
34772,Cipuropsis capituligera,"('BOL', 'CLM', 'CUB', 'DOM', 'ECU', 'HAI', 'JAM', 'LEE', 'PER', 'TRT', 'VEN')"
34781,Microgramma dictyophylla,"('BOL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'TRT', 'VEN', 'VNA')"
34785,Bifrenaria floribunda,"('CLM', 'ECU', 'PER')"
34793,Cyphonanthus discrepans,"('BLZ', 'CLM', 'COS', 'CUB', 'FRG', 'GUY', 'VEN')"
34811,Malaxis caracasana,"('CLM', 'ECU', 'VEN')"
34826,Munnozia nivea,"('CLM', 'ECU', 'PER')"
34841,Rinorea pubiflora,"('BOL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'VEN')"
34853,Erythroxylum savannarum,"('CLM', 'VEN')"
34868,Odontadenia geminata,"('BOL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
34869,Werauhia kupperiana,"('CLM', 'COS', 'ECU', 'NIC', 'PAN')"
34874,Chomelia paniculata,"('BOL', 'BZN', 'CLM', 'GUY', 'PER', 'VEN')"
34881,Bomarea pauciflora,"('CLM', 'VEN')"
34916,Macropsychanthus macrocarpus,"('BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
34945,Acaulimalva purpurea,"('CLM',)"
34951,Senna hayesiana,"('BLZ', 'CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXS', 'MXT', 'NIC', 'PAN', 'VEN', 'WIN')"
34963,Ocotea karsteniana,"('CLM', 'ECU', 'VEN')"
34998,Ocotea debilis,"('BZN', 'CLM', 'VEN')"
35005,Hemionitis gaga,"('CLM', 'COS', 'MXC', 'MXE', 'MXN', 'MXS', 'MXT')"
35008,Batocarpus amazonicus,"('BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'ECU', 'FRG', 'PER', 'VEN')"
35052,Dicranopteris flexuosa,"('AGE', 'ALA', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FLA', 'FRG', 'GAL', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'PUE', 'SUR', 'TRT', 'VEN', 'VNA', 'WIN')"
35065,Karma escobarii,"('CLM',)"
35105,Karma multicuspidata,"('CLM', 'ECU', 'VEN')"
35107,Pleuropetalum pleiogynum,"('BOL', 'CLM', 'COS', 'ECU', 'ELS', 'MXS', 'NIC', 'PAN', 'PER')"
35126,Laelia undulata,"('CLM', 'COS', 'PAN', 'TRT', 'VEN')"
35160,Cyperus chlorocephalus,"('BLZ', 'CLM', 'ECU', 'FRG', 'GUA', 'GUY', 'MXS', 'PER', 'VEN')"
35169,Stelis recurvilabia,"('CLM',)"
35175,Magnolia virolinensis,"('CLM',)"
35176,Stelis kefersteiniana,"('CLM', 'ECU', 'PER', 'VEN')"
35177,Trichocentrum × carbonoi,"('CLM',)"
35192,Stelis purpurea,"('BOL', 'BZN', 'CLM', 'COS', 'ECU', 'PAN', 'PER')"
35198,Acianthera capillaris,"('BOL', 'BZL', 'BZS', 'CLM', 'ECU', 'PAR', 'VEN', 'VNA', 'WIN')"
35199,Stelis asperilinguis,"('CLM', 'ECU', 'PER', 'VEN')"
35215,Magnolia calimaensis,"('CLM',)"
35216,Magnolia colombiana,"('CLM',)"
35217,Acianthera chionopa,"('CLM', 'ECU')"
35221,Homolepis isocalycina,"('BZC', 'BZE', 'CLM', 'FRG', 'GUY', 'MXG', 'MXT', 'PAN', 'SUR', 'VEN')"
35224,Stelis richardii,"('CLM',)"
35226,Wedelia iners,"('CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXT', 'NIC', 'PAN')"
35228,Acianthera portilloi,"('CLM',)"
35247,Connarus ruber,"('BOL', 'BZC', 'BZN', 'CLM', 'ECU', 'PER', 'VEN')"
35265,Stelis pubescens,"('CLM',)"
35288,Epidendrum leeanum,"('CLM', 'VEN')"
35289,Themistoclesia dependens,"('CLM', 'ECU', 'VEN')"
35298,Bunchosia glandulifera,"('CLM', 'VEN')"
35312,Cayaponia cordata,"('CLM',)"
35342,Cayaponia prunifera,"('BZN', 'CLM', 'COS', 'ECU', 'FRG', 'NIC', 'PAN', 'PER', 'SUR', 'VEN')"
35348,Hevea rigidifolia,"('BZN', 'CLM')"
35360,Vigna lasiocarpa,"('AGW', 'BLZ', 'BOL', 'BZC', 'BZN', 'BZS', 'CLM', 'COS', 'FRG', 'GUY', 'HON', 'MXS', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'VEN')"
35432,Bacopa monnierioides,"('AGE', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'GUA', 'HON', 'PAN', 'PAR', 'VEN')"
35448,Zygia unifoliolata,"('BOL', 'BZC', 'BZN', 'CLM', 'COS', 'MXG', 'MXS', 'MXT', 'PAN', 'PER', 'VEN')"
35462,Helia acutangula,"('BLZ', 'BOL', 'BZC', 'BZN', 'CLM', 'COS', 'ECU', 'GUA', 'HON', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER')"
35478,Euphorbia densiflora,"('CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXE', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN')"
35487,Spongiosperma riparium,"('CLM', 'VEN')"
35503,Mascagnia divaricata,"('AGE', 'AGW', 'BOL', 'BZC', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ECU', 'FRG', 'NIC', 'PAN', 'PAR', 'PER', 'TRT', 'VEN')"
35527,Besleria barbata,"('CLM', 'ECU', 'PER')"
35562,Campyloneurum densifolium,"('BOL', 'CLM', 'COS', 'ECU', 'GUA', 'PER', 'VEN')"
35566,Ouratea lucens,"('BLZ', 'CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN')"
35574,Tournefortiopsis crispiflora,"('BLZ', 'CLM', 'COS', 'ECU', 'GUA', 'LEE', 'MXT', 'NIC', 'PAN', 'PER', 'TRT', 'VEN', 'WIN')"
35586,Doliocarpus nitidus,"('CLM', 'ECU')"
35591,Scottmoria panamensis,"('CLM', 'COS', 'ECU', 'PAN')"
35608,Hesperomeles pachyphylla,"('CLM',)"
35609,Ladenbergia muzonensis,"('CLM', 'ECU', 'PER', 'VEN')"
35612,Miltoniopsis vexillaria,"('BOL', 'CLM', 'ECU', 'PER')"
35621,Anemia humilis,"('BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'GUY', 'MXC', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'SUR', 'VEN')"
35624,Centropogon ayavacensis,"('CLM',)"
35630,Gibasis pulchella,"('CLM', 'MXC', 'MXE', 'MXG', 'MXS')"
35647,Polylepis ochreata,"('CLM', 'ECU')"
35649,Monstera adansonii,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'LEE', 'NIC', 'NLA', 'PAN', 'PER', 'SUR', 'TRT', 'VEN', 'WIN')"
35652,Clitoria flagellaris,"('BZN', 'CLM')"
35677,Rhynchospora schomburgkiana,"('BZN', 'CLM', 'GUY', 'VEN')"
35697,Rhynchospora albida,"('BZN', 'CLM', 'GUY', 'VEN')"
35733,Lindackeria paludosa,"('BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER')"
35745,Chionanthus panamensis,"('BLZ', 'CLM', 'COS', 'GUA', 'HON', 'MXG', 'MXT', 'NIC', 'PAN')"
35761,Pruskortizia dasytricha,"('BOL', 'CLM', 'ECU', 'PER')"
35763,Saccoloma hieronymi,"('BOL', 'BZN', 'CLM', 'COS', 'ECU', 'PAN', 'PER', 'VEN')"
35803,Pseudechinolaena polystachya,"('AGE', 'AGW', 'ANG', 'ASS', 'BAN', 'BKN', 'BOL', 'BUR', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAF', 'CHC', 'CHH', 'CHS', 'CHT', 'CLM', 'CMN', 'CON', 'COS', 'CPP', 'ECU', 'EHM', 'ETH', 'GAB', 'GGI', 'GHA', 'GUA', 'GUI', 'GUY', 'HON', 'IND', 'IVO', 'JAW', 'KEN', 'LBR', 'LSI', 'MDG', 'MLW', 'MLY', 'MOL', 'MOZ', 'MXC', 'MXG', 'MXS', 'MXT', 'NAT', 'NEP', 'NGA', 'NIC', 'NWG', 'PAN', 'PAR', 'PER', 'RWA', 'SIE', 'SRL', 'SUD', 'SUM', 'TAN', 'THA', 'TOG', 'TVL', 'UGA', 'URU', 'VEN', 'VIE', 'ZAI', 'ZAM', 'ZIM')"
35813,Strophocactus wittii,"('BZN', 'CLM', 'ECU', 'PER', 'VEN')"
35833,Thelypteris muzensis,"('CLM',)"
35842,Plinia involucrata,"('BZN', 'CLM', 'VEN')"
35853,Thelypteris gardneriana,"('BOL', 'BZL', 'BZS', 'CLM', 'ECU', 'GAL', 'PER', 'VEN')"
35859,Digitaria insularis,"('AGE', 'AGW', 'ALA', 'ARI', 'ARU', 'BAH', 'BER', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAY', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FLA', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'NLA', 'PAN', 'PAR', 'PER', 'PUE', 'SUR', 'SWC', 'TCI', 'TEX', 'TRT', 'URU', 'VEN', 'VNA', 'WIN')"
35864,Thelypteris germaniana,"('CLM', 'COS', 'CUB', 'FRG', 'HAI', 'JAM', 'LEE', 'PAN', 'PUE', 'WIN')"
35894,Thelypteris perstrigosa,"('CLM',)"
35910,Stryphnodendron glandulosum,"('BOL', 'BZN', 'CLM', 'PER')"
35926,Thelypteris brausei,"('BOL', 'CLM', 'ECU', 'PER')"
35947,Polystichum hartwegii,"('BOL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXI', 'MXS', 'MXT', 'NIC', 'PAN')"
35948,Adelonema allenii,"('CLM', 'COS')"
35991,Maxillaria aggregata,"('BOL', 'CLM', 'ECU', 'PER', 'VEN')"
36012,Begonia fuchsiiflora,"('CLM', 'ECU')"
36026,Pendusalpinx berlineri,"('BOL', 'CLM', 'ECU', 'PER', 'VEN')"
36028,Oryctanthus pedunculatus,"('CLM', 'VEN')"
36051,Bouteloua repens,"('ARI', 'ARU', 'BLZ', 'CLM', 'COS', 'CUB', 'DOM', 'ELS', 'GUA', 'HAI', 'HON', 'LEE', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'NLA', 'NWM', 'PAN', 'PUE', 'TEX', 'VEN')"
36079,Elaphoglossum pusillum,"('CLM', 'COS', 'ECU', 'GUA', 'MXS', 'MXT', 'NIC', 'PAN', 'VEN')"
36089,Palicourea cenepensis,"('CLM', 'ECU', 'PER')"
36114,Palicourea mansoana,"('BOL', 'BZC', 'BZN', 'CLM', 'ECU', 'PER')"
36119,Palicourea tonduzii,"('CLM', 'COS', 'ECU', 'NIC', 'PAN')"
36127,Palicourea amplissima,"('CLM',)"
36133,Palicourea thyrsiflora,"('BLZ', 'BOL', 'BZN', 'CLM', 'COS', 'ECU', 'PER', 'VEN')"
36137,Palicourea anacardiifolia,"('CLM',)"
36139,Hydrochorea acreana,"('BZN', 'CLM', 'COS', 'NIC', 'PER', 'VEN')"
36140,Justicia rothschuhii,"('CLM', 'COS', 'ECU', 'HON', 'NIC', 'PAN', 'VEN')"
36143,Macrocarpaea macrophylla,"('CLM', 'PAN')"
36155,Brosimum amazonicum,"('BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
36156,Sloanea latifolia,"('BOL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
36169,Palicourea tunjaensis,"('CLM',)"
36197,Justicia chaetocephala,"('CLM',)"
36213,Aloysia scorodonioides,"('AGW', 'BOL', 'BZN', 'CLM', 'ECU', 'PER')"
36227,Mucuna mutisiana,"('CLM', 'COS', 'CPI', 'DOM', 'PAN', 'PER', 'VEN')"
36249,Eulophia alta,"('AGE', 'ANG', 'BAH', 'BLZ', 'BOL', 'BUR', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAF', 'CLM', 'CMN', 'COS', 'CPI', 'CUB', 'DOM', 'ECU', 'ELS', 'ETH', 'FLA', 'FRG', 'GAB', 'GEO', 'GHA', 'GUA', 'GUI', 'GUY', 'HAI', 'HON', 'IVO', 'JAM', 'LBR', 'LEE', 'MXC', 'MXG', 'MXS', 'MXT', 'NGA', 'NIC', 'PAN', 'PAR', 'PER', 'PUE', 'SEN', 'SIE', 'SUD', 'SUR', 'TRT', 'UGA', 'VEN', 'WIN', 'ZAI', 'ZAM', 'ZIM')"
36250,Platystele oxyglossa,"('BLZ', 'BOL', 'BZL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'MXC', 'MXG', 'MXS', 'MXT', 'PAN', 'PER', 'VEN')"
36258,Niphogeton glaucescens,"('CLM', 'ECU')"
36288,Ayenia divaricata,"('AGE', 'BOL', 'BZC', 'BZN', 'CLM', 'GUY', 'PAR', 'SUR', 'VEN')"
36321,Cyrtochilum ioplocon,"('CLM',)"
36338,Espeletia cayetana,"('CLM',)"
36350,Espeletia miradorensis,"('CLM',)"
36362,Cyrtochilum dipterum,"('CLM', 'ECU')"
36375,Cyrtochilum macranthum,"('CLM', 'ECU', 'PER')"
36385,Cyrtochilum murinum,"('CLM', 'ECU', 'PER', 'VEN')"
36391,Cyrtochilum metallicum,"('CLM', 'ECU')"
36398,Ageratina rhodopappa,"('CLM', 'ECU')"
36439,Oncidium auriculatum,"('CLM',)"
36455,Cyathea pauciflora,"('CLM', 'VEN')"
36459,Cuphea dipetala,"('CLM', 'PER')"
36494,Oncidium uribei,"('CLM',)"
36498,Oncidium × kraenzlinii,"('CLM',)"
36535,Cyathea senilis,"('CLM', 'VEN')"
36555,Hoffmannia latifolia,"('BOL', 'CLM', 'ECU', 'PER')"
36560,Habenaria caldensis,"('BZC', 'BZE', 'BZL', 'CLM', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
36567,Platymiscium pinnatum,"('BOL', 'BZN', 'CLM', 'COS', 'ECU', 'ELS', 'FRG', 'GUY', 'HON', 'PAN', 'PER', 'SUR', 'VEN', 'VNA')"
36574,Sciodaphyllum vasquezianum,"('CLM',)"
36575,Peperomia hispidula,"('AGE', 'AGW', 'BOL', 'BZL', 'BZS', 'CLM', 'COS', 'DOM', 'ECU', 'GUA', 'HAI', 'JAM', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'URU', 'VEN')"
36586,Columnea dimidiata,"('CLM', 'VEN')"
36588,Sciodaphyllum blepharidophyllum,"('CLM', 'ECU', 'PAN')"
36599,Calea peruviana,"('CLM', 'PER')"
36628,Chalybea mutisiana,"('CLM',)"
36631,Calliandra purpurea,"('CLM', 'GUY', 'LEE', 'TRT', 'VEN', 'WIN')"
36643,Monticalia tolimensis,"('CLM', 'VEN')"
36687,Tectaria pilosa,"('BOL', 'BZL', 'BZS', 'CLM', 'COS', 'ECU', 'NIC', 'PAN')"
36702,Lepechinia schiedeana,"('CLM', 'COS', 'GUA', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'PAN', 'VEN')"
