,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family
6883,Sambicyanin,BWHXEGJOYVNGQH-XOBUMVIESA-N,BWHXEGJOYVNGQH,Aeschynanthus obconica,Aeschynanthus obconicus,Aeschynanthus obconicus C.B.Clarke,Aeschynanthus obconicus,Gesneriaceae
6881,Pelargonidin 3-sambubioside,NKUOSFBSKVBOJC-UFNWOZQISA-O,NKUOSFBSKVBOJC,Aeschynanthus longicalyx,Aeschynanthus rhododendron,Aeschynanthus rhododendron Ridl.,Aeschynanthus rhododendron,Gesneriaceae
6879,Pelargonidin 3-sambubioside,NKUOSFBSKVBOJC-UFNWOZQISA-O,NKUOSFBSKVBOJC,Aeschynanthus tricolor,Aeschynanthus tricolor,Aeschynanthus tricolor Hook.,Aeschynanthus tricolor,Gesneriaceae
5485,"3,5,7,2',3',4'-Hexahydroxyflavone 3-glucoside",CMTYUVVBICETNN-OGKFSERFSA-N,CMTYUVVBICETNN,Eupatorium sternbergianum,Ageratina sternbergiana,Ageratina sternbergiana (DC.) R.M.King & H.Rob.,Ageratina sternbergiana,Asteraceae
3958,Gibberellin A1,JLJLRLWOEMWYQK-MCDMURCVSA-N,JLJLRLWOEMWYQK,Agrostemma githago,Agrostemma githago,Agrostemma githago L.,Agrostemma githago,Caryophyllaceae
3959,Gibberellin A19,AUKMHZZVLPQAOX-PCFYLXDYSA-N,AUKMHZZVLPQAOX,Agrostemma githago,Agrostemma githago,Agrostemma githago L.,Agrostemma githago,Caryophyllaceae
3960,Gibberellin A20,OXFPYCSNYOFUCH-KQBHUUJHSA-N,OXFPYCSNYOFUCH,Agrostemma githago,Agrostemma githago,Agrostemma githago L.,Agrostemma githago,Caryophyllaceae
3961,Gibberellin A44,KSBJAONOPKRVRR-YTJHIPEWSA-N,KSBJAONOPKRVRR,Agrostemma githago,Agrostemma githago,Agrostemma githago L.,Agrostemma githago,Caryophyllaceae
3962,Gibberellin A53,CZEMYYICWZPENF-VOLTXKGXSA-N,CZEMYYICWZPENF,Agrostemma githago,Agrostemma githago,Agrostemma githago L.,Agrostemma githago,Caryophyllaceae
3963,Gypsogenin,QMHCWDVPABYZMC-MYPRUECHSA-N,QMHCWDVPABYZMC,Agrostemma githago,Agrostemma githago,Agrostemma githago L.,Agrostemma githago,Caryophyllaceae
1051,(+)-Cocsuline,GOYCVNCWKXBQBF-SVBPBHIXSA-N,GOYCVNCWKXBQBF,Albertisia laurifolia Yamamoto,Albertisia laurifolia,Albertisia laurifolia Yamam.,Albertisia laurifolia,Menispermaceae
1049,Apateline,AFGMWONXXNDGGE-FTJBHMTQSA-N,AFGMWONXXNDGGE,Albertisia laurifolia Yamamoto,Albertisia laurifolia,Albertisia laurifolia Yamam.,Albertisia laurifolia,Menispermaceae
1053,Cocsoline,AFGMWONXXNDGGE-UHFFFAOYSA-N,AFGMWONXXNDGGE,Albertisia laurifolia Yamamoto,Albertisia laurifolia,Albertisia laurifolia Yamam.,Albertisia laurifolia,Menispermaceae
1046,"(+)-1,2-Dehydrotelobine",KRRIBHWRCGOGAF-MHZLTWQESA-N,KRRIBHWRCGOGAF,Albertisia papuana Becc.,Albertisia papuana,Albertisia papuana Becc.,Albertisia papuana,Menispermaceae
1047,(+)-2'-Norcocsuline,AVICOTFUCGWABJ-UIOOFZCWSA-N,AVICOTFUCGWABJ,Albertisia papuana Becc.,Albertisia papuana,Albertisia papuana Becc.,Albertisia papuana,Menispermaceae
1050,(+)-Cocsuline,GOYCVNCWKXBQBF-SVBPBHIXSA-N,GOYCVNCWKXBQBF,Albertisia papuana Becc.,Albertisia papuana,Albertisia papuana Becc.,Albertisia papuana,Menispermaceae
1045,(+)-Homoaromoline,YJRWQNIRFXVBRB-WDYNHAJCSA-N,YJRWQNIRFXVBRB,Albertisia papuana Becc.,Albertisia papuana,Albertisia papuana Becc.,Albertisia papuana,Menispermaceae
1054,(+)-Isotrilobine,SVMNNRZZJAFEJM-UHFFFAOYSA-N,SVMNNRZZJAFEJM,Albertisia papuana Becc.,Albertisia papuana,Albertisia papuana Becc.,Albertisia papuana,Menispermaceae
1048,Apateline,AFGMWONXXNDGGE-FTJBHMTQSA-N,AFGMWONXXNDGGE,Albertisia papuana Becc.,Albertisia papuana,Albertisia papuana Becc.,Albertisia papuana,Menispermaceae
1052,Cocsoline,AFGMWONXXNDGGE-UHFFFAOYSA-N,AFGMWONXXNDGGE,Albertisia papuana Becc.,Albertisia papuana,Albertisia papuana Becc.,Albertisia papuana,Menispermaceae
1055,Lindoldhamine,DUBVXSGAOWUPMY-NSOVKSMOSA-N,DUBVXSGAOWUPMY,Albertisia papuana Becc.,Albertisia papuana,Albertisia papuana Becc.,Albertisia papuana,Menispermaceae
1044,Obaberine,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,FBCXFKWMGIWMJQ,Albertisia papuana,Albertisia papuana,Albertisia papuana Becc.,Albertisia papuana,Menispermaceae
1057,Cycleanine,ANOXEUSGZWSCQL-LOYHVIPDSA-N,ANOXEUSGZWSCQL,Epinetrum villosum (Exell.) Troupin,Albertisia villosa,Albertisia villosa (Exell) Forman,Albertisia villosa,Menispermaceae
1058,Cycleanine N-oxide,BJIBONWGTYBODI-UHFFFAOYSA-N,BJIBONWGTYBODI,Epinetrum villosum,Albertisia villosa,Albertisia villosa (Exell) Forman,Albertisia villosa,Menispermaceae
1056,Isochondodendrine,XIOGHHPVBVXQIV-VSGBNLITSA-N,XIOGHHPVBVXQIV,Epinetrum villosum (Exell.) Troupin,Albertisia villosa,Albertisia villosa (Exell) Forman,Albertisia villosa,Menispermaceae
2939,Budlein A,BMVJFNLJSZHNNS-ZXRHVTAXSA-N,BMVJFNLJSZHNNS,Viguiera angustifolia,Aldama angustifolia,Aldama angustifolia (Hook. & Arn.) E.E.Schill. & Panero,Aldama angustifolia,Asteraceae
2965,Budlein B,IAYQFYAFBVYKJZ-MZFVZPGVSA-N,IAYQFYAFBVYKJZ,Viguiera angustifolia,Aldama angustifolia,Aldama angustifolia (Hook. & Arn.) E.E.Schill. & Panero,Aldama angustifolia,Asteraceae
2964,"Catechin 5,7,3'-trimethyl ether",IJCWCJRLHJAVFD-KBXCAEBGSA-N,IJCWCJRLHJAVFD,Viguiera quinqueremis,Aldama bracteata,Aldama bracteata (Gardner) E.E.Schill. & Panero,Aldama bracteata,Asteraceae
2970,Niveusin B,IWAWQWJSLDZVRM-WEYVRFMXSA-N,IWAWQWJSLDZVRM,Viguiera quinqueremis Blake,Aldama bracteata,Aldama bracteata (Gardner) E.E.Schill. & Panero,Aldama bracteata,Asteraceae
2940,Budlein A,BMVJFNLJSZHNNS-ZXRHVTAXSA-N,BMVJFNLJSZHNNS,Viguiera buddleiaeformis,Aldama buddlejiformis,Aldama buddlejiformis (DC.) E.E.Schill. & Panero,Aldama buddlejiformis,Asteraceae
2966,Budlein B,IAYQFYAFBVYKJZ-MZFVZPGVSA-N,IAYQFYAFBVYKJZ,Viguiera buddleiaeformis,Aldama buddlejiformis,Aldama buddlejiformis (DC.) E.E.Schill. & Panero,Aldama buddlejiformis,Asteraceae
2947,Eupafolin,FHHSEFRSDKWJKJ-UHFFFAOYSA-N,FHHSEFRSDKWJKJ,Viguiera gardneri,Aldama gardneri,Aldama gardneri (Baker) E.E.Schill. & Panero,Aldama gardneri,Asteraceae
2934,Isokaempferide,VJJZJBUCDWKPLC-UHFFFAOYSA-N,VJJZJBUCDWKPLC,Viguiera gardneri,Aldama gardneri,Aldama gardneri (Baker) E.E.Schill. & Panero,Aldama gardneri,Asteraceae
2979,Prenyletin,AWEFUQDNSBBNCR-UHFFFAOYSA-N,AWEFUQDNSBBNCR,Viguiera gardneri,Aldama gardneri,Aldama gardneri (Baker) E.E.Schill. & Panero,Aldama gardneri,Asteraceae
2977,"(E,Z,Z)-3,7,11-Trihydroxymethyl-15-methyl-2,6,10,14-hexadecatetraen-1-ol",MWFNTTCPIZHSQH-MBEMFMHXSA-N,MWFNTTCPIZHSQH,Viguiera gilliesii,Aldama gilliesii,Aldama gilliesii (Hook. & Arn.) E.E.Schill. & Panero,Aldama gilliesii,Asteraceae
6385,Niveusin C,WGVJNQGTZSPMCY-BZHZVRAUSA-N,WGVJNQGTZSPMCY,Helianthus canescens,Aldama incana,Aldama incana (Pers.) E.E.Schill. & Panero,Aldama incana,Asteraceae
2944,Viguiestenin,VDPIGPWXCXCBKE-PTZLTHSXSA-N,VDPIGPWXCXCBKE,Viguiera linearis,Aldama linearis,Aldama linearis (Cav.) E.E.Schill. & Panero,Aldama linearis,Asteraceae
2971,Viguilenin,CSYYHGVTSAUQEW-TWMZRSPISA-N,CSYYHGVTSAUQEW,Viguiera linearis,Aldama linearis,Aldama linearis (Cav.) E.E.Schill. & Panero,Aldama linearis,Asteraceae
2972,"Amorpha-4,11-diene",HMTAHNDPLDKYJT-CBBWQLFWSA-N,HMTAHNDPLDKYJT,Viguiera oblongifolia,Aldama oblongifolia,Aldama oblongifolia (Gardner) E.E.Schill. & Panero,Aldama oblongifolia,Asteraceae
2938,Budlein A,BMVJFNLJSZHNNS-ZXRHVTAXSA-N,BMVJFNLJSZHNNS,Viguiera robusta,Aldama robusta,Aldama robusta (Gardner) E.E.Schill. & Panero,Aldama robusta,Asteraceae
3859,"1,5,8-Trihydroxy-3-methyl-anthraquinone",YOOXNSPYGCZLAX-UHFFFAOYSA-N,YOOXNSPYGCZLAX,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3860,"1,5-Dihydroxy-3-methylanthraquinone",IYNJGYCVIYBFBS-UHFFFAOYSA-N,IYNJGYCVIYBFBS,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3852,Aloeresin,HKIKAXXIWJHWLY-ZIIYPAMZSA-N,HKIKAXXIWJHWLY,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3875,Aloesaponarin I,OWMIPWWYWUGBCG-UHFFFAOYSA-N,OWMIPWWYWUGBCG,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3876,Aloesaponarin II,BXWJOXJOMFDQNV-UHFFFAOYSA-N,BXWJOXJOMFDQNV,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3853,Aloin,AFHJQYHRLPMKHU-WEZNYRQKSA-N,AFHJQYHRLPMKHU,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3851,Apigenin 7-O-beta-D-glucopyranoside,KMOUJOKENFFTPU-QNDFHXLGSA-N,KMOUJOKENFFTPU,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3874,Asphodelin,BXWGUDGILDGCGB-UHFFFAOYSA-N,BXWGUDGILDGCGB,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3850,Chrysophanol,LQGUBLBATBMXHT-UHFFFAOYSA-N,LQGUBLBATBMXHT,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3863,Cycloartanol,YABASAWVVRQMEU-UHFFFAOYSA-N,YABASAWVVRQMEU,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3873,Desoxyerythrolaccin,YEQCMRHFAWAOKU-UHFFFAOYSA-N,YEQCMRHFAWAOKU,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
3856,Lophenol,LMYZQUNLYGJIHI-SPONXPENSA-N,LMYZQUNLYGJIHI,Aloe saponaria,Aloe microstigma subsp. microstigma,Aloe microstigma subsp. microstigma,Aloe microstigma,Asphodelaceae
4600,5-Ketooctanal,NKKMPIXWEPUSCG-UHFFFAOYSA-N,NKKMPIXWEPUSCG,Aloe ruspoliana,Aloe ruspoliana,Aloe ruspoliana Baker,Aloe ruspoliana,Asphodelaceae
4599,5-Ketooctanoic acid,OHGVWVVPDOAZSH-UHFFFAOYSA-N,OHGVWVVPDOAZSH,Aloe ruspoliana,Aloe ruspoliana,Aloe ruspoliana Baker,Aloe ruspoliana,Asphodelaceae
4565,Coniine,NDNUANOUGZGEPO-QMMMGPOBSA-N,NDNUANOUGZGEPO,Aloe ruspoliana,Aloe ruspoliana,Aloe ruspoliana Baker,Aloe ruspoliana,Asphodelaceae
4584,N-Methyltyramine,AXVZFRBSCNEKPQ-UHFFFAOYSA-N,AXVZFRBSCNEKPQ,Aloe ruspoliana,Aloe ruspoliana,Aloe ruspoliana Baker,Aloe ruspoliana,Asphodelaceae
4564,gamma-Coniceine,PQSOVRNZJIENNW-UHFFFAOYSA-N,PQSOVRNZJIENNW,Aloe ruspoliana,Aloe ruspoliana,Aloe ruspoliana Baker,Aloe ruspoliana,Asphodelaceae
4747,Flavosativaside,FYTOTHFWELWOCG-OAFKVUNRSA-N,FYTOTHFWELWOCG,Alternanthera maritima,Alternanthera littoralis var. maritima,Alternanthera littoralis var. maritima (Mart.) Pedersen,Alternanthera littoralis,Amaranthaceae
4744,6-Methoxyluteolin 7-rhamnoside,UXCXDWDJBSJZOU-CKPDRDNLSA-N,UXCXDWDJBSJZOU,Alternanthera phylloxeroides,Alternanthera philoxeroides,Alternanthera philoxeroides (Mart.) Griseb.,Alternanthera philoxeroides,Amaranthaceae
4746,Alternanthin,ZRNTZPKUNIPEAL-YHAWUTMOSA-N,ZRNTZPKUNIPEAL,Alternanthera phylloxeroides,Alternanthera philoxeroides,Alternanthera philoxeroides (Mart.) Griseb.,Alternanthera philoxeroides,Amaranthaceae
4748,Oleanolic acid 28-O-beta-D-glucopyranoside,KMKFOIBUKYMVRJ-YHFBEQRYSA-N,KMKFOIBUKYMVRJ,Alternanthera philoxeroides,Alternanthera philoxeroides,Alternanthera philoxeroides (Mart.) Griseb.,Alternanthera philoxeroides,Amaranthaceae
4745,Robinetin 7-glucoside,MVLXYRLSDKXFKJ-FOWNODNBSA-N,MVLXYRLSDKXFKJ,Alternanthera sessilis,Alternanthera sessilis,Alternanthera sessilis (L.) DC.,Alternanthera sessilis,Amaranthaceae
4771,5-Methylsulfinylpentyl glucosinolate,HUCGRJSHMZWRQQ-LPXZBHKBSA-M,HUCGRJSHMZWRQQ,Alyssum spp.,Alyssum,Alyssum L.,,Brassicaceae
4786,Gluconapin,PLYQBXHVYUJNQB-BZVDQRPCSA-M,PLYQBXHVYUJNQB,Alyssum perennial,Alyssum,Alyssum L.,,Brassicaceae
4753,Glucoputranjivin,WGIQZGDVCQDPTG-AKCVUUKNSA-M,WGIQZGDVCQDPTG,Alyssum perennial,Alyssum,Alyssum L.,,Brassicaceae
4768,5-Methylsulfinylpentyl glucosinolate,HUCGRJSHMZWRQQ-LPXZBHKBSA-M,HUCGRJSHMZWRQQ,Alyssum minus,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum alyssoides,Brassicaceae
4775,5-Methylsulfinylpentyl glucosinolate,HUCGRJSHMZWRQQ-LPXZBHKBSA-M,HUCGRJSHMZWRQQ,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum alyssoides,Brassicaceae
4787,5-Methylthiopentylglucosinolate,MEFPHTVXBPLRLX-KHXSHCKASA-M,MEFPHTVXBPLRLX,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum alyssoides,Brassicaceae
4791,5-Methylthiopentylglucosinolate,MEFPHTVXBPLRLX-KHXSHCKASA-M,MEFPHTVXBPLRLX,Alyssum minus,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum alyssoides,Brassicaceae
4802,6-(Methylthio)hexyl glucosinolate,ZAKICGFSIJSCSF-XNTDXEJSSA-N,ZAKICGFSIJSCSF,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum alyssoides,Brassicaceae
4781,6-Methylsulfinylhexyl glucosinolate,OOGAQHVYHLPICD-DNDZILKHSA-N,OOGAQHVYHLPICD,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum alyssoides,Brassicaceae
4750,Glucobrassicanapin,XMJFVIGTHMOGNZ-KALKGZTMSA-M,XMJFVIGTHMOGNZ,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum alyssoides,Brassicaceae
4784,Gluconapin,PLYQBXHVYUJNQB-BZVDQRPCSA-M,PLYQBXHVYUJNQB,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum alyssoides,Brassicaceae
4756,Progoitrin,MYHSVHWQEVDFQT-INZKYMGHSA-M,MYHSVHWQEVDFQT,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum alyssoides,Brassicaceae
4796,4-Hydroxybenzyl glucosinolate,WWBNBPSEKLOHJU-BXLHIMNRSA-N,WWBNBPSEKLOHJU,Alyssum dasycarpum,Alyssum dasycarpum,Alyssum dasycarpum Stephan ex Willd.,Alyssum dasycarpum,Brassicaceae
4805,Epiprogoitrin,MYHSVHWQEVDFQT-AUYZFIFFSA-N,MYHSVHWQEVDFQT,Alyssum dasycarpum,Alyssum dasycarpum,Alyssum dasycarpum Stephan ex Willd.,Alyssum dasycarpum,Brassicaceae
4754,Progoitrin,MYHSVHWQEVDFQT-INZKYMGHSA-M,MYHSVHWQEVDFQT,Alyssum dasycarpum,Alyssum dasycarpum,Alyssum dasycarpum Stephan ex Willd.,Alyssum dasycarpum,Brassicaceae
4797,4-Hydroxybenzyl glucosinolate,WWBNBPSEKLOHJU-BXLHIMNRSA-N,WWBNBPSEKLOHJU,Alyssum desertorum,Alyssum desertorum,Alyssum desertorum Stapf,Alyssum desertorum,Brassicaceae
4780,6-Methylsulfinylhexyl glucosinolate,OOGAQHVYHLPICD-DNDZILKHSA-N,OOGAQHVYHLPICD,Alyssum desertorum,Alyssum desertorum,Alyssum desertorum Stapf,Alyssum desertorum,Brassicaceae
4798,9-Methylsulfinylnonyl glucosinolate,UZAVCHRZWLGWMH-MMGVBZNLSA-N,UZAVCHRZWLGWMH,Alyssum desertorum,Alyssum desertorum,Alyssum desertorum Stapf,Alyssum desertorum,Brassicaceae
4759,Kaempferide 5-glucoside-7-glucuronide,FBOLUQCMQZDDDO-GFHQIKDCSA-N,FBOLUQCMQZDDDO,Alyssum desertorum,Alyssum desertorum,Alyssum desertorum Stapf,Alyssum desertorum,Brassicaceae
4769,5-Methylsulfinylpentyl glucosinolate,HUCGRJSHMZWRQQ-LPXZBHKBSA-M,HUCGRJSHMZWRQQ,Alyssum granatense,Alyssum granatense,Alyssum granatense Boiss. & Reut.,Alyssum granatense,Brassicaceae
4792,5-Methylthiopentylglucosinolate,MEFPHTVXBPLRLX-KHXSHCKASA-M,MEFPHTVXBPLRLX,Alyssum granatense,Alyssum granatense,Alyssum granatense Boiss. & Reut.,Alyssum granatense,Brassicaceae
4801,6-(Methylthio)hexyl glucosinolate,ZAKICGFSIJSCSF-XNTDXEJSSA-N,ZAKICGFSIJSCSF,Alyssum granatense,Alyssum granatense,Alyssum granatense Boiss. & Reut.,Alyssum granatense,Brassicaceae
4779,6-Methylsulfinylhexyl glucosinolate,OOGAQHVYHLPICD-DNDZILKHSA-N,OOGAQHVYHLPICD,Alyssum granatense,Alyssum granatense,Alyssum granatense Boiss. & Reut.,Alyssum granatense,Brassicaceae
4804,Epiprogoitrin,MYHSVHWQEVDFQT-AUYZFIFFSA-N,MYHSVHWQEVDFQT,Alyssum granatense,Alyssum granatense,Alyssum granatense Boiss. & Reut.,Alyssum granatense,Brassicaceae
4757,Progoitrin,MYHSVHWQEVDFQT-INZKYMGHSA-M,MYHSVHWQEVDFQT,Alyssum granatense,Alyssum granatense,Alyssum granatense Boiss. & Reut.,Alyssum granatense,Brassicaceae
4773,5-Methylsulfinylpentyl glucosinolate,HUCGRJSHMZWRQQ-LPXZBHKBSA-M,HUCGRJSHMZWRQQ,Alyssum minutum,Alyssum minutum,Alyssum minutum Schltdl. ex DC.,Alyssum minutum,Brassicaceae
4790,5-Methylthiopentylglucosinolate,MEFPHTVXBPLRLX-KHXSHCKASA-M,MEFPHTVXBPLRLX,Alyssum minutum,Alyssum minutum,Alyssum minutum Schltdl. ex DC.,Alyssum minutum,Brassicaceae
4800,6-(Methylthio)hexyl glucosinolate,ZAKICGFSIJSCSF-XNTDXEJSSA-N,ZAKICGFSIJSCSF,Alyssum minutum,Alyssum minutum,Alyssum minutum Schltdl. ex DC.,Alyssum minutum,Brassicaceae
4778,6-Methylsulfinylhexyl glucosinolate,OOGAQHVYHLPICD-DNDZILKHSA-N,OOGAQHVYHLPICD,Alyssum minutum,Alyssum minutum,Alyssum minutum Schltdl. ex DC.,Alyssum minutum,Brassicaceae
4803,Epiprogoitrin,MYHSVHWQEVDFQT-AUYZFIFFSA-N,MYHSVHWQEVDFQT,Alyssum minutum,Alyssum minutum,Alyssum minutum Schltdl. ex DC.,Alyssum minutum,Brassicaceae
4755,Progoitrin,MYHSVHWQEVDFQT-INZKYMGHSA-M,MYHSVHWQEVDFQT,Alyssum minutum,Alyssum minutum,Alyssum minutum Schltdl. ex DC.,Alyssum minutum,Brassicaceae
7120,Dalbergin,AZELSOYQOIUPBZ-UHFFFAOYSA-N,AZELSOYQOIUPBZ,Anadenanthera colubrina,Anadenanthera colubrina,Anadenanthera colubrina (Vell.) Brenan,Anadenanthera colubrina,Fabaceae
7119,"N,N-Dimethyltryptamine",DMULVCHRPCFFGV-UHFFFAOYSA-N,DMULVCHRPCFFGV,Anadenanthera colubrina,Anadenanthera colubrina,Anadenanthera colubrina (Vell.) Brenan,Anadenanthera colubrina,Fabaceae
598,(+)-Stepharine,OGJKMZVUJJYWKO-UHFFFAOYSA-N,OGJKMZVUJJYWKO,Anamirta cocculus (L.)Wight & Arn.,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
1213,(+)-Stepharine,OGJKMZVUJJYWKO-UHFFFAOYSA-N,OGJKMZVUJJYWKO,Anamirta cocculum,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
643,(-)-8-Oxotetrahydropalmatine,DMFHLLHXYQJPJS-HNNXBMFYSA-N,DMFHLLHXYQJPJS,Anamirta cocculus (L.) W.& A.,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
640,8-Oxopalmatine,MZIUUCTTWZPXOV-UHFFFAOYSA-N,MZIUUCTTWZPXOV,Anamirta cocculus (L.)Wight & Arn.,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
592,Columbamine,YYFOFDHQVIODOQ-UHFFFAOYSA-O,YYFOFDHQVIODOQ,Anamirta cocculus (L.) W.& A.,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
651,Dihydroxypicrotoxinin,CVKWZMKSOLCEOF-UHFFFAOYSA-N,CVKWZMKSOLCEOF,Anamirta cocculus,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
586,Picrotin,RYEFFICCPKWYML-UHFFFAOYSA-N,RYEFFICCPKWYML,Anamirta cocculus,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
587,Picrotin,RYEFFICCPKWYML-UHFFFAOYSA-N,RYEFFICCPKWYML,Cocculus indicus,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
1212,Picrotin,RYEFFICCPKWYML-UHFFFAOYSA-N,RYEFFICCPKWYML,Anamirta paniculata,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
588,Picrotoxinin,PIMZUZSSNYHVCU-UHFFFAOYSA-N,PIMZUZSSNYHVCU,Cocculus indicus,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
589,Picrotoxinin,PIMZUZSSNYHVCU-UHFFFAOYSA-N,PIMZUZSSNYHVCU,Anamirta cocculus,Anamirta cocculus,Anamirta cocculus (L.) Wight & Arn.,Anamirta cocculus,Menispermaceae
3498,Antheridic acid,MALNZFMESUARAT-HGJZFELWSA-N,MALNZFMESUARAT,Anemia hirsuta,Anemia hirsuta,Anemia hirsuta (L.) Sw.,Anemia hirsuta,Schizaeaceae
3495,Gibberellin A45,MBNDVMTZEKAWKP-CFHXUCNZSA-N,MBNDVMTZEKAWKP,Anemia mexicana,Anemia mexicana,Anemia mexicana Klotzsch,Anemia mexicana,Schizaeaceae
3496,Gibberellin A61,JKQCGVABHHQYKQ-YZVDRFENSA-N,JKQCGVABHHQYKQ,Anemia mexicana,Anemia mexicana,Anemia mexicana Klotzsch,Anemia mexicana,Schizaeaceae
3497,Antheridic acid,MALNZFMESUARAT-HGJZFELWSA-N,MALNZFMESUARAT,Anemia phyllitidis,Anemia phyllitidis,Anemia phyllitidis (L.) Sw.,Anemia phyllitidis,Schizaeaceae
3491,Gibberellin A15,TZGXVFYTKTWKCU-CXXOJBQZSA-N,TZGXVFYTKTWKCU,Anemia phyllitidis,Anemia phyllitidis,Anemia phyllitidis (L.) Sw.,Anemia phyllitidis,Schizaeaceae
3492,Gibberellin A19,AUKMHZZVLPQAOX-PCFYLXDYSA-N,AUKMHZZVLPQAOX,Anemia phyllitidis,Anemia phyllitidis,Anemia phyllitidis (L.) Sw.,Anemia phyllitidis,Schizaeaceae
3493,Gibberellin A20,OXFPYCSNYOFUCH-KQBHUUJHSA-N,OXFPYCSNYOFUCH,Anemia phyllitidis,Anemia phyllitidis,Anemia phyllitidis (L.) Sw.,Anemia phyllitidis,Schizaeaceae
3494,Gibberellin A25,XOUJCIPAKFLTCI-POPXMCHDSA-N,XOUJCIPAKFLTCI,Anemia phyllitidis,Anemia phyllitidis,Anemia phyllitidis (L.) Sw.,Anemia phyllitidis,Schizaeaceae
4059,Ranunculin,TYWXNGXVSZRXNA-NVZSGMJQSA-N,TYWXNGXVSZRXNA,Anemone coronaria,Anemone coronaria,Anemone coronaria L.,Anemone coronaria,Ranunculaceae
1126,Liriodenine,MUMCCPUVOAUBAN-UHFFFAOYSA-N,MUMCCPUVOAUBAN,Anisocycla racemosa,Anisocycla,Anisocycla Baill.,,Menispermaceae
1145,Stebisimine,PPHBQUYBKOCYSQ-UHFFFAOYSA-N,PPHBQUYBKOCYSQ,Anisocycla grandidieri H.Bn.,Anisocycla grandidieri,Anisocycla grandidieri Baill.,Anisocycla grandidieri,Menispermaceae
1128,Trilobine,XZAXGQMTBGFTFE-SVBPBHIXSA-N,XZAXGQMTBGFTFE,Anisocycla grandidieri,Anisocycla grandidieri,Anisocycla grandidieri Baill.,Anisocycla grandidieri,Menispermaceae
4572,Hyoscyamine,RKUNBYITZUJHSG-FXUDXRNXSA-N,RKUNBYITZUJHSG,Scopolia lurida,Anisodus stramoniifolius,Anisodus stramoniifolius (Wall.) G.Don,Anisodus stramoniifolius,Solanaceae
7519,(+)-Lirioresinol B,KOWMJRJXZMEZLD-HCIHMXRSSA-N,KOWMJRJXZMEZLD,Antidesma membranaceum,Antidesma membranaceum,Antidesma membranaceum Müll.Arg.,Antidesma membranaceum,Phyllanthaceae
